"Event ID","행사명","행사 유형","시작일","종료일","개최 도시","세부 장소","영향 권역","Impact level","영향 예상 기간","규모 수치","규모 유형","수요 영향 근거","공식 출처 URL","최종 확인일","정보 상태","원본 조사 탭"
"REG-030","영덕 국가유산 야행","Regional Event","2026-08-21","2026-08-23","경상북도 영덕군","","경상북도 영덕군","","2026-08-21 ~ 2026-08-23","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-031","영양고추 H.O.T 페스티벌","Regional Event","2026-08-27","2026-08-29","서울특별시 중구","","서울특별시 중구","","2026-08-27 ~ 2026-08-29","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-032","동대문구 맥주축제","Regional Event","2026-08-28","2026-08-29","서울특별시 동대문구","","서울특별시 동대문구","","2026-08-28 ~ 2026-08-29","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-033","장항 맥문동 꽃 축제","Regional Event","2026-08-28","2026-08-30","충청남도 서천군","","충청남도 서천군","","2026-08-28 ~ 2026-08-30","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-034","세계유산축전","Regional Event","2026-08-28","2026-10-25","경상북도 안동시","","경상북도 안동시","","2026-08-28 ~ 2026-10-25","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-035","괴산고추축제","Regional Event","2026-09-03","2026-09-06","충청북도 괴산군","","충청북도 괴산군","High Impact","2026-09-03 ~ 2026-09-06","약 30만 명","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-036","고령 국가유산 야행","Regional Event","2026-09-04","2026-09-06","경상북도 고령군","","경상북도 고령군","","2026-09-04 ~ 2026-09-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-037","공주 국가유산 야행","Regional Event","2026-09-04","2026-09-06","충청남도 공주시","","충청남도 공주시","","2026-09-04 ~ 2026-09-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-038","왜관 홀리 페스티벌","Regional Event","2026-09-04","2026-09-06","경상북도 칠곡군","","경상북도 칠곡군","","2026-09-04 ~ 2026-09-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-039","직지문화축제","Regional Event","2026-09-04","2026-09-06","충청북도 청주시","","충청북도 청주시","","2026-09-04 ~ 2026-09-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-040","무주반딧불축제","Regional Event","2026-09-04","2026-09-12","전북특별자치도 무주군","","전북특별자치도 무주군","High Impact","2026-09-04 ~ 2026-09-12","약 50만 명","추정/공개 규모","자연생태 체험, 전국적 인기, 가족 단위 방문객 다수","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-041","평창효석문화제","Regional Event","2026-09-04","2026-09-13","강원특별자치도 평창군","","강원특별자치도 평창군","","2026-09-04 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-042","한여름 밤의 신정호 별빛축제","Regional Event","2026-09-05","2026-09-06","충청남도 아산시","","충청남도 아산시","","2026-09-05 ~ 2026-09-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-043","장수한우랑사과랑축제","Regional Event","2026-09-10","2026-09-13","전북특별자치도 장수군","","전북특별자치도 장수군","","2026-09-10 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-044","전주독서대전","Regional Event","2026-09-11","2026-09-13","전북특별자치도 전주시","","전북특별자치도 전주시","","2026-09-11 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-045","청양 고추 구기자 축제","Regional Event","2026-09-11","2026-09-13","충청남도 청양군","","충청남도 청양군","","2026-09-11 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-046","계촌 휴[休] 북&뮤직 페스티벌","Regional Event","2026-09-12","2026-09-13","강원특별자치도 평창군","","강원특별자치도 평창군","","2026-09-12 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-047","대전 중구 북페스티벌","Regional Event","2026-09-12","2026-09-13","대전광역시 중구","","대전광역시 중구","","2026-09-12 ~ 2026-09-13","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-048","음성명작페스티벌","Regional Event","2026-09-17","2026-09-20","충청북도 음성군","","충청북도 음성군","","2026-09-17 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-049","고양호수예술축제","Regional Event","2026-09-18","2026-09-20","경기도 고양시","","경기도 고양시","","2026-09-18 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-050","과천공연예술축제","Regional Event","2026-09-18","2026-09-20","경기도 과천시","","경기도 과천시","","2026-09-18 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-051","대한민국 청년의 날 축제","Regional Event","2026-09-18","2026-09-20","부산광역시 수영구","","부산광역시 수영구","","2026-09-18 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-052","부천국제만화축제","Regional Event","2026-09-18","2026-09-20","경기도 부천시","","경기도 부천시","","2026-09-18 ~ 2026-09-20","약 15만 명","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-053","시흥갯골축제","Regional Event","2026-09-18","2026-09-20","경기도 시흥시","","경기도 시흥시","High Impact","2026-09-18 ~ 2026-09-20","약 20만 명","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-054","진안홍삼축제","Regional Event","2026-09-18","2026-09-20","전북특별자치도 진안군","","전북특별자치도 진안군","High Impact","2026-09-18 ~ 2026-09-20","약 20만 명","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-055","영광불갑산상사화축제","Regional Event","2026-09-18","2026-09-27","전남광주통합특별시 영광군","","전남광주통합특별시 영광군","","2026-09-18 ~ 2026-09-27","약 25만 명","추정/공개 규모","상사화 군락지, 대규모 방문객 유치","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-056","안산 대부포도축제","Regional Event","2026-09-19","2026-09-20","경기도 안산시","","경기도 안산시","","2026-09-19 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-057","외계인 대축제","Regional Event","2026-09-19","2026-09-20","경상남도 밀양시","","경상남도 밀양시","","2026-09-19 ~ 2026-09-20","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-058","수원화성 미디어아트","Regional Event","2026-09-19","2026-10-06","경기도 수원시","","경기도 수원시","","2026-09-19 ~ 2026-10-06","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-059","경남고성공룡세계엑스포","Regional Event","2026-09-22","2026-11-01","경상남도 고성군","","경상남도 고성군","","2026-09-22 ~ 2026-11-01","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-060","안동국제탈춤페스티벌","Regional Event","2026-09-24","2026-10-04","경상북도 안동시","","경상북도 안동시","High Impact","2026-09-24 ~ 2026-10-04","약 110만 명","추정/공개 규모","세계탈놀이경연, 해외 참가팀 다수","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-061","정선아리랑제","Regional Event","2026-10-01","2026-10-04","강원특별자치도 정선군","","강원특별자치도 정선군","High Impact","2026-10-01 ~ 2026-10-04","약 20만 명","추정/공개 규모","강원도 대표 전통문화축제, 전국적 인지도","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-062","계룡軍문화축제","Regional Event","2026-10-01","2026-10-05","충청남도 계룡시","","충청남도 계룡시","","2026-10-01 ~ 2026-10-05","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-063","김제지평선축제","Regional Event","2026-10-01","2026-10-05","전북특별자치도 김제시","","전북특별자치도 김제시","High Impact","2026-10-01 ~ 2026-10-05","약 60만 명","추정/공개 규모","농경문화 체험, 대규모 퍼레이드, 전국적 인지도","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-064","지상군페스티벌","Regional Event","2026-10-01","2026-10-05","충청남도 계룡시","","충청남도 계룡시","","2026-10-01 ~ 2026-10-05","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-065","천안흥타령춤축제","Regional Event","2026-10-01","2026-10-05","충청남도 천안시","","충청남도 천안시","","2026-10-01 ~ 2026-10-05","약 70만 명","추정/공개 규모","국내외 50여 개 팀 참가, 대규모 퍼레이드","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-066","부산국제록페스티벌","Regional Event","2026-10-02","2026-10-04","부산광역시 사상구","","부산광역시 사상구","","2026-10-02 ~ 2026-10-04","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-067","부평풍물대축제","Regional Event","2026-10-02","2026-10-04","인천광역시 부평구","","인천광역시 부평구","","2026-10-02 ~ 2026-10-04","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-068","소래포구축제","Regional Event","2026-10-02","2026-10-04","인천광역시 남동구","","인천광역시 남동구","","2026-10-02 ~ 2026-10-04","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-069","완주 와일드&로컬푸드축제","Regional Event","2026-10-02","2026-10-04","전북특별자치도 완주군","","전북특별자치도 완주군","","2026-10-02 ~ 2026-10-04","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-070","군산시간여행축제","Regional Event","2026-10-02","2026-10-05","전북특별자치도 군산시","","전북특별자치도 군산시","","2026-10-02 ~ 2026-10-05","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-071","안성맞춤 남사당 바우덕이축제","Regional Event","2026-10-02","2026-10-05","경기도 안성시","","경기도 안성시","","2026-10-02 ~ 2026-10-05","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-072","금산세계인삼축제","Regional Event","2026-10-02","2026-10-11","충청남도 금산군","","충청남도 금산군","","2026-10-02 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-073","산청한방약초축제","Regional Event","2026-10-02","2026-10-11","경상남도 산청군","","경상남도 산청군","High Impact","2026-10-02 ~ 2026-10-11","약 50만 명","추정/공개 규모","한방약초 시장, 전국 규모의 건강축제","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-074","청원생명축제","Regional Event","2026-10-02","2026-10-11","충청북도 청주시","","충청북도 청주시","","2026-10-02 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-075","정조효문화제","Regional Event","2026-10-03","2026-10-04","경기도 화성시","","경기도 화성시","","2026-10-03 ~ 2026-10-04","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-076","경북영주 풍기인삼축제","Regional Event","2026-10-03","2026-10-11","경상북도 영주시","","경상북도 영주시","","2026-10-03 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-077","진주남강유등축제","Regional Event","2026-10-03","2026-10-18","경상남도 진주시","","경상남도 진주시","High Impact","2026-10-03 ~ 2026-10-18","약 120만 명","추정/공개 규모","남강 일대에 수십만 개 유등 전시, 전국적 명성","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-078","수원화성문화제","Regional Event","2026-10-04","2026-10-11","경기도 수원시","","경기도 수원시","","2026-10-04 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-079","광주 추억의 충장축제","Regional Event","2026-10-07","2026-10-11","전남광주통합특별시 동구","","전남광주통합특별시 동구","","2026-10-07 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-080","함양산삼축제","Regional Event","2026-10-07","2026-10-11","경상남도 함양군","","경상남도 함양군","","2026-10-07 ~ 2026-10-11","","추정/공개 규모","산삼 채취, 건강 체험, 전국적 인지도","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-081","횡성한우축제","Regional Event","2026-10-07","2026-10-11","강원특별자치도 횡성군","","강원특별자치도 횡성군","","2026-10-07 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-082","임실N치즈축제","Regional Event","2026-10-08","2026-10-11","전북특별자치도 임실군","","전북특별자치도 임실군","High Impact","2026-10-08 ~ 2026-10-11","약 50만 명","추정/공개 규모","치즈 체험, 가족 단위 대규모 방문","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-083","정읍 구절초 꽃축제","Regional Event","2026-10-08","2026-10-18","전북특별자치도 정읍시","","전북특별자치도 정읍시","","2026-10-08 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-084","웰컴투신관동","Regional Event","2026-10-09","2026-10-10","충청남도 공주시","","충청남도 공주시","","2026-10-09 ~ 2026-10-10","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-085","서산해미읍성축제","Regional Event","2026-10-09","2026-10-11","충청남도 서산시","","충청남도 서산시","","2026-10-09 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-086","세종한글축제","Regional Event","2026-10-09","2026-10-11","세종특별자치시 세종시","","세종특별자치시 세종시","","2026-10-09 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-087","시흥월곶포구축제","Regional Event","2026-10-09","2026-10-11","경기도 시흥시","","경기도 시흥시","","2026-10-09 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-088","신라문화제","Regional Event","2026-10-09","2026-10-11","경상북도 경주시","","경상북도 경주시","","2026-10-09 ~ 2026-10-11","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-089","순창장류축제","Regional Event","2026-10-15","2026-10-18","전북특별자치도 순창군","","전북특별자치도 순창군","","2026-10-15 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-090","영동난계국악축제","Regional Event","2026-10-15","2026-10-18","충청북도 영동군","","충청북도 영동군","","2026-10-15 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-091","칠곡낙동강평화축제","Regional Event","2026-10-15","2026-10-18","경상북도 칠곡군","","경상북도 칠곡군","","2026-10-15 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-092","고창모양성제","Regional Event","2026-10-15","2026-10-19","전북특별자치도 고창군","","전북특별자치도 고창군","","2026-10-15 ~ 2026-10-19","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-093","강동선사문화축제","Regional Event","2026-10-16","2026-10-18","서울특별시 강동구","","서울특별시 강동구","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-094","관악강감찬축제","Regional Event","2026-10-16","2026-10-18","서울특별시 관악구","","서울특별시 관악구","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-095","금정산성축제","Regional Event","2026-10-16","2026-10-18","부산광역시 금정구","","부산광역시 금정구","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-096","김해 국가유산 야행","Regional Event","2026-10-16","2026-10-18","경상남도 김해시","","경상남도 김해시","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-097","동래읍성역사축제","Regional Event","2026-10-16","2026-10-18","부산광역시 동래구","","부산광역시 동래구","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-098","목포항구축제","Regional Event","2026-10-16","2026-10-18","전남광주통합특별시 목포시","","전남광주통합특별시 목포시","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-099","세종대왕과 초정약수축제","Regional Event","2026-10-16","2026-10-18","충청북도 청주시","","충청북도 청주시","","2026-10-16 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-100","구미푸드페스티벌","Regional Event","2026-10-17","2026-10-18","경상북도 구미시","","경상북도 구미시","","2026-10-17 ~ 2026-10-18","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-101","강릉커피축제","Regional Event","2026-10-21","2026-10-25","강원특별자치도 강릉시","","강원특별자치도 강릉시","High Impact","2026-10-21 ~ 2026-10-25","약 50만 명","추정/공개 규모","강릉시 대표 축제, 전국 커피 애호가·관광객 대거 방문","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-102","사천에어쇼","Regional Event","2026-10-22","2026-10-25","경상남도 사천시","","경상남도 사천시","High Impact","2026-10-22 ~ 2026-10-25","약 50만 명","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-103","광주김치축제","Regional Event","2026-10-23","2026-10-25","전남광주통합특별시 서구","","전남광주통합특별시 서구","","2026-10-23 ~ 2026-10-25","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-104","김천김밥축제","Regional Event","2026-10-23","2026-10-25","경상북도 김천시","","경상북도 김천시","High Impact","2026-10-23 ~ 2026-10-25","약 10만 명","추정/공개 규모","최근 빠르게 성장 중인 지역 대표 먹거리 축제","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-105","서귀포칠십리축제","Regional Event","2026-10-23","2026-10-25","제주특별자치도 서귀포시","","제주특별자치도 서귀포시","","2026-10-23 ~ 2026-10-25","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-106","여주오곡나루축제","Regional Event","2026-10-23","2026-10-25","경기도 여주시","","경기도 여주시","","2026-10-23 ~ 2026-10-25","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-107","성남동 커피페스티벌","Regional Event","2026-10-30","2026-11-01","울산광역시 중구","","울산광역시 중구","","2026-10-30 ~ 2026-11-01","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-108","고양행주한우 숯불구이축제","Regional Event","2026-10-31","2026-11-01","경기도 고양시","","경기도 고양시","","2026-10-31 ~ 2026-11-01","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-109","청송사과축제","Regional Event","2026-11-04","2026-11-08","경상북도 청송군","","경상북도 청송군","","2026-11-04 ~ 2026-11-08","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-110","구미라면 축제","Regional Event","2026-11-06","2026-11-08","경상북도 구미시","","경상북도 구미시","","2026-11-06 ~ 2026-11-08","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-111","포항국제불빛축제","Regional Event","2026-11-20","2026-11-22","경상북도 포항시","","경상북도 포항시","High Impact","2026-11-20 ~ 2026-11-22","약 100만 명","추정/공개 규모","국내 최대 불꽃축제 중 하나","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"REG-112","얼음나라화천 산천어축제","Regional Event","2027-01-09","2027-01-31","강원특별자치도 화천군","","강원특별자치도 화천군","","2027-01-09 ~ 2027-01-31","","추정/공개 규모","","https://korean.visitkorea.or.kr/kfes/list/wntyFstvlList.do","","Confirmed","Regional Event(Youri)"
"EXA-001","2026 국가공무원 5급 과학기술직 공채 제2차시험","Exam","2026-07-01","2026-07-04","서울","","서울권 인사혁신처 지정 시험장","Medium Impact","2026-07-01 ~ 2026-07-04","과학기술직 제1차 합격 593명(제2차 응시 대상)","추정/공개 규모","전국 합격자의 다일 체류가 필요해 숙박 수요와 직접 연결된다.","https://www.mpm.go.kr/mpm/comm/newsLetter/?boardId=bbs_0000000000000033&category=&cntId=246&mode=view&pageIdx=11","","Past","Exam(Junwon)"
"EXA-002","2026 국가공무원 5·7급 민간경력자 일괄채용 필기시험","Exam","2026-07-18","2026-07-18","","","인사혁신처 지정 필기시험장(제한 거점)","","2026-07-18","지원 4,190명, 선발예정 233명","추정/공개 규모","전국 경력 지원자가 제한된 시험장으로 이동하므로 비거점 지역 응시자의 숙박 가능성이 있다.","https://www.mpm.go.kr/mpm/comm/newsPress/newsPressRelease/?boardId=bbs_0000000000000029&category=&cntId=4245&mode=view","","Past","Exam(Junwon)"
"EXA-003","제49회 보험계리사 제2차시험","Exam","2026-07-25","2026-07-26","서울","","서울특별시 소재 지정 시험장","Medium Impact","2026-07-25 ~ 2026-07-26","정확한 실제 응시인원 미공개; 5개 과목별 최소합격예정 150명이며 복수 연도 1차 합격자·경력면제자 응시 가능","추정/공개 규모","서울 단일 권역에서 이틀 연속 시행되어 비수도권 응시자의 1박 이상 체류 가능성이 높음.","https://certi.kidi.or.kr:10443/exam/receipt/rcept-view","","Past","Exam(Junwon)"
"EXA-004","제49회 손해사정사 제2차시험","Exam","2026-07-26","2026-07-26","서울","","서울특별시 소재 지정 시험장","Medium Impact","2026-07-26","정확한 실제 응시인원 미공개; 3개 분야 선발예정 합계 500명을 상회하는 응시군으로 판단","추정/공개 규모","전국의 1차 합격자·경력면제자가 서울 한 권역으로 집결해 전일 숙박 수요가 예상됨.","https://certi.kidi.or.kr:10443/exam/receipt/rcept-view","","Past","Exam(Junwon)"
"EXA-005","2026 법원공무원 9급 법원·등기사무직 면접시험","Exam","2026-07-31","2026-08-04","","","수도권 법원행정처 지정 면접장","Medium Impact","2026-07-31 ~ 2026-08-04","선발예정 502명(법원사무 457명·등기사무 45명); 면접 대상은 500명 이상 규모","추정/공개 규모","전국 필기 합격자가 5일간 수도권 면접장으로 이동해 원거리 참가자의 숙박 가능성이 높다.","https://exam.scourt.go.kr/","","Past","Exam(Junwon)"
"EXA-006","2026년 정기 제3회 해기사 국가자격시험","Exam","2026-08-22","2026-09-05","부산","","필기: 부산·인천·여수·마산·동해·군산·목포·포항·제주·울산·평택 / 면접: 부산·인천","Medium Impact","2026-08-22 ~ 2026-09-05","약 3,500명/회(해양수산부 2022년 정기 제2회 응시 예정 3,500여 명 기준; 2026 실제 인원 미공개)","추정/공개 규모","해양 종사자는 근무·거주지가 연안 전역에 분산되어 있고, 구술면접은 부산·인천 2곳으로 제한되며 필기와 다른 날짜에 다시 방문해야 해 숙박 연계 가능성이 높음.","https://lems.seaman.or.kr/Lems/LAExamSchedule/selectLAExamScheduleView.do","","Tentative","Exam(Junwon)"
"EXA-007","2026 전국 지역인재 9급 수습직원 필기시험","Exam","2026-08-29","2026-08-29","","","인사혁신처 지정 필기시험장(세부 공고 기준)","","2026-08-29","선발예정 260명; 실제 필기 응시자는 260명 초과 예상","추정/공개 규모","전국 고교 추천자가 제한된 지정 시험장으로 이동해 숙박 수요 잠재력이 있다.","https://gongmuwon.gosi.kr/oprut/RpaRpTestPbancLst.do","","Confirmed","Exam(Junwon)"
